Student,Topic,Subtopic,Question,Type,Score
Student23,ProfDev,Reading_papers,Q47,prescore,1
Student23,ProfDev,Reading_papers,Q48,prescore,1
Student23,ProfDev,Writing_paper,Q49,prescore,1
Student23,ProfDev,Writing_paper,Q50,prescore,1
Student23,ProfDev,Writing_paper,Q51,prescore,1
Student23,ProfDev,Writing_paper,Q52,prescore,1
Student23,ProfDev,Coding_solutions,Q53,prescore,1
Student23,ProfDev,Coding_solutions,Q54,prescore,1
Student23,ProfDev,Coding_solutions,Q55,prescore,1
Student23,ProfDev,Coding_solutions,Q56,prescore,1
Student23,ProfDev,Interpreting_plots,Q57,prescore,1
Student23,ProfDev,Interpreting_plots,Q58,prescore,1
Student23,ProfDev,Interpreting_plots,Q59,prescore,1
Student23,ProfDev,Interpreting_plots,Q60,prescore,1
Student39,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student39,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student39,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student39,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student39,Biology,Sex_chromosomes,Q5,prescore,1
Student39,Biology,Sex_chromosomes,Q6,prescore,1
Student39,Biology,Sex_chromosomes,Q7,prescore,1
Student39,Biology,Sex_chromosomes,Q8,prescore,1
Student39,Biology,RNA_RNAseq,Q9,prescore,1
Student39,Biology,RNA_RNAseq,Q10,prescore,1
Student39,Biology,RNA_RNAseq,Q11,prescore,1
Student39,Biology,RNA_RNAseq,Q12,prescore,0
Student39,Biology,Gene_expression,Q13,prescore,0
Student39,Biology,Gene_expression,Q14,prescore,1
Student39,Biology,Gene_expression,Q15,prescore,1
Student39,Biology,Gene_expression,Q16,prescore,1
Student39,Biology,XCI,Q17,prescore,0
Student39,Biology,XCI,Q18,prescore,0
Student39,Biology,XCI,Q19,prescore,0
Student39,Biology,XCI,Q20,prescore,1
Student39,Coding,R_Rmd,Q21,prescore,1
Student39,Coding,R_Rmd,Q22,prescore,0
Student39,Coding,R_Rmd,Q23,prescore,1
Student39,Coding,R_Rmd,Q24,prescore,1
Student39,Coding,R_data_frames,Q25,prescore,0
Student39,Coding,R_data_frames,Q26,prescore,0
Student39,Coding,R_data_frames,Q27,prescore,0
Student39,Coding,R_data_frames,Q28,prescore,1
Student39,Coding,R_functions_loops,Q29,prescore,1
Student39,Coding,R_functions_loops,Q30,prescore,1
Student39,Coding,R_functions_loops,Q31,prescore,1
Student39,Coding,R_functions_loops,Q32,prescore,0
Student39,Coding,R_if_statements,Q33,prescore,0
Student39,Coding,R_if_statements,Q34,prescore,0
Student39,Coding,R_if_statements,Q35,prescore,0
Student39,Coding,R_if_statements,Q36,prescore,0
Student39,Coding,Linux_command_line,Q37,prescore,1
Student39,Coding,Linux_command_line,Q38,prescore,0
Student39,Coding,Linux_command_line,Q39,prescore,0
Student39,Coding,Linux_command_line,Q40,prescore,0
Student39,ProfDev,Authorship,Q41,prescore,0
Student39,ProfDev,Authorship,Q42,prescore,1
Student39,ProfDev,Authorship,Q43,prescore,1
Student39,ProfDev,Authorship,Q44,prescore,1
Student39,ProfDev,Reading_papers,Q45,prescore,1
Student39,ProfDev,Reading_papers,Q46,prescore,1
Student39,ProfDev,Reading_papers,Q47,prescore,1
Student39,ProfDev,Reading_papers,Q48,prescore,1
Student39,ProfDev,Writing_paper,Q49,prescore,1
Student39,ProfDev,Writing_paper,Q50,prescore,1
Student39,ProfDev,Writing_paper,Q51,prescore,1
Student39,ProfDev,Writing_paper,Q52,prescore,1
Student39,ProfDev,Coding_solutions,Q53,prescore,1
Student39,ProfDev,Coding_solutions,Q54,prescore,1
Student39,ProfDev,Coding_solutions,Q55,prescore,1
Student39,ProfDev,Coding_solutions,Q56,prescore,1
Student39,ProfDev,Interpreting_plots,Q57,prescore,1
Student39,ProfDev,Interpreting_plots,Q58,prescore,1
Student39,ProfDev,Interpreting_plots,Q59,prescore,1
Student39,ProfDev,Interpreting_plots,Q60,prescore,0
Student17,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student17,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student17,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student17,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student17,Biology,Sex_chromosomes,Q5,prescore,0
Student17,Biology,Sex_chromosomes,Q6,prescore,1
Student17,Biology,Sex_chromosomes,Q7,prescore,1
Student17,Biology,Sex_chromosomes,Q8,prescore,1
Student17,Biology,RNA_RNAseq,Q9,prescore,1
Student17,Biology,RNA_RNAseq,Q10,prescore,1
Student17,Biology,RNA_RNAseq,Q11,prescore,0
Student17,Biology,RNA_RNAseq,Q12,prescore,1
Student17,Biology,Gene_expression,Q13,prescore,0
Student17,Biology,Gene_expression,Q14,prescore,1
Student17,Biology,Gene_expression,Q15,prescore,1
Student17,Biology,Gene_expression,Q16,prescore,0
Student17,Biology,XCI,Q17,prescore,0
Student17,Biology,XCI,Q18,prescore,1
Student17,Biology,XCI,Q19,prescore,1
Student17,Biology,XCI,Q20,prescore,1
Student17,Coding,R_Rmd,Q21,prescore,1
Student17,Coding,R_Rmd,Q22,prescore,1
Student17,Coding,R_Rmd,Q23,prescore,1
Student17,Coding,R_Rmd,Q24,prescore,1
Student17,Coding,R_data_frames,Q25,prescore,0
Student17,Coding,R_data_frames,Q26,prescore,1
Student17,Coding,R_data_frames,Q27,prescore,1
Student17,Coding,R_data_frames,Q28,prescore,1
Student17,Coding,R_functions_loops,Q29,prescore,1
Student17,Coding,R_functions_loops,Q30,prescore,1
Student17,Coding,R_functions_loops,Q31,prescore,0
Student17,Coding,R_functions_loops,Q32,prescore,1
Student17,Coding,R_if_statements,Q33,prescore,1
Student17,Coding,R_if_statements,Q34,prescore,1
Student17,Coding,R_if_statements,Q35,prescore,1
Student17,Coding,R_if_statements,Q36,prescore,1
Student17,Coding,Linux_command_line,Q37,prescore,1
Student17,Coding,Linux_command_line,Q38,prescore,0
Student17,Coding,Linux_command_line,Q39,prescore,1
Student17,Coding,Linux_command_line,Q40,prescore,1
Student17,ProfDev,Authorship,Q41,prescore,0
Student17,ProfDev,Authorship,Q42,prescore,1
Student17,ProfDev,Authorship,Q43,prescore,1
Student17,ProfDev,Authorship,Q44,prescore,1
Student17,ProfDev,Reading_papers,Q45,prescore,1
Student17,ProfDev,Reading_papers,Q46,prescore,1
Student17,ProfDev,Reading_papers,Q47,prescore,1
Student17,ProfDev,Reading_papers,Q48,prescore,1
Student17,ProfDev,Writing_paper,Q49,prescore,1
Student17,ProfDev,Writing_paper,Q50,prescore,1
Student17,ProfDev,Writing_paper,Q51,prescore,1
Student17,ProfDev,Writing_paper,Q52,prescore,1
Student17,ProfDev,Coding_solutions,Q53,prescore,1
Student17,ProfDev,Coding_solutions,Q54,prescore,1
Student17,ProfDev,Coding_solutions,Q55,prescore,1
Student17,ProfDev,Coding_solutions,Q56,prescore,1
Student17,ProfDev,Interpreting_plots,Q57,prescore,1
Student17,ProfDev,Interpreting_plots,Q58,prescore,1
Student17,ProfDev,Interpreting_plots,Q59,prescore,1
Student17,ProfDev,Interpreting_plots,Q60,prescore,1
Student19,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student19,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student19,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student19,Biology,Cancer_biology_cell_lines,Q4,prescore,0
Student19,Biology,Sex_chromosomes,Q5,prescore,1
Student19,Biology,Sex_chromosomes,Q6,prescore,1
Student19,Biology,Sex_chromosomes,Q7,prescore,1
Student19,Biology,Sex_chromosomes,Q8,prescore,1
Student19,Biology,RNA_RNAseq,Q9,prescore,1
Student19,Biology,RNA_RNAseq,Q10,prescore,1
Student19,Biology,RNA_RNAseq,Q11,prescore,1
Student19,Biology,RNA_RNAseq,Q12,prescore,1
Student19,Biology,Gene_expression,Q13,prescore,0
Student19,Biology,Gene_expression,Q14,prescore,1
Student19,Biology,Gene_expression,Q15,prescore,1
Student19,Biology,Gene_expression,Q16,prescore,1
Student19,Biology,XCI,Q17,prescore,1
Student19,Biology,XCI,Q18,prescore,1
Student19,Biology,XCI,Q19,prescore,1
Student19,Biology,XCI,Q20,prescore,1
Student19,Coding,R_Rmd,Q21,prescore,1
Student19,Coding,R_Rmd,Q22,prescore,1
Student19,Coding,R_Rmd,Q23,prescore,1
Student19,Coding,R_Rmd,Q24,prescore,1
Student19,Coding,R_data_frames,Q25,prescore,0
Student19,Coding,R_data_frames,Q26,prescore,1
Student19,Coding,R_data_frames,Q27,prescore,0
Student19,Coding,R_data_frames,Q28,prescore,0
Student19,Coding,R_functions_loops,Q29,prescore,0
Student19,Coding,R_functions_loops,Q30,prescore,1
Student19,Coding,R_functions_loops,Q31,prescore,0
Student19,Coding,R_functions_loops,Q32,prescore,1
Student19,Coding,R_if_statements,Q33,prescore,1
Student19,Coding,R_if_statements,Q34,prescore,1
Student19,Coding,R_if_statements,Q35,prescore,1
Student19,Coding,R_if_statements,Q36,prescore,1
Student19,Coding,Linux_command_line,Q37,prescore,1
Student19,Coding,Linux_command_line,Q38,prescore,1
Student19,Coding,Linux_command_line,Q39,prescore,1
Student19,Coding,Linux_command_line,Q40,prescore,1
Student19,ProfDev,Authorship,Q41,prescore,0
Student19,ProfDev,Authorship,Q42,prescore,1
Student19,ProfDev,Authorship,Q43,prescore,1
Student19,ProfDev,Authorship,Q44,prescore,1
Student19,ProfDev,Reading_papers,Q45,prescore,1
Student19,ProfDev,Reading_papers,Q46,prescore,1
Student19,ProfDev,Reading_papers,Q47,prescore,1
Student19,ProfDev,Reading_papers,Q48,prescore,1
Student19,ProfDev,Writing_paper,Q49,prescore,1
Student19,ProfDev,Writing_paper,Q50,prescore,1
Student19,ProfDev,Writing_paper,Q51,prescore,1
Student19,ProfDev,Writing_paper,Q52,prescore,1
Student19,ProfDev,Coding_solutions,Q53,prescore,1
Student19,ProfDev,Coding_solutions,Q54,prescore,1
Student19,ProfDev,Coding_solutions,Q55,prescore,1
Student19,ProfDev,Coding_solutions,Q56,prescore,1
Student19,ProfDev,Interpreting_plots,Q57,prescore,1
Student19,ProfDev,Interpreting_plots,Q58,prescore,1
Student19,ProfDev,Interpreting_plots,Q59,prescore,1
Student19,ProfDev,Interpreting_plots,Q60,prescore,1
Student31,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student31,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student31,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student31,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student31,Biology,Sex_chromosomes,Q5,prescore,0
Student31,Biology,Sex_chromosomes,Q6,prescore,0
Student31,Biology,Sex_chromosomes,Q7,prescore,0
Student31,Biology,Sex_chromosomes,Q8,prescore,1
Student31,Biology,RNA_RNAseq,Q9,prescore,1
Student31,Biology,RNA_RNAseq,Q10,prescore,0
Student31,Biology,RNA_RNAseq,Q11,prescore,1
Student31,Biology,RNA_RNAseq,Q12,prescore,0
Student31,Biology,Gene_expression,Q13,prescore,0
Student31,Biology,Gene_expression,Q14,prescore,1
Student31,Biology,Gene_expression,Q15,prescore,0
Student31,Biology,Gene_expression,Q16,prescore,0
Student31,Biology,XCI,Q17,prescore,1
Student31,Biology,XCI,Q18,prescore,1
Student31,Biology,XCI,Q19,prescore,1
Student31,Biology,XCI,Q20,prescore,1
Student31,Coding,R_Rmd,Q21,prescore,1
Student31,Coding,R_Rmd,Q22,prescore,1
Student31,Coding,R_Rmd,Q23,prescore,0
Student31,Coding,R_Rmd,Q24,prescore,0
Student31,Coding,R_data_frames,Q25,prescore,0
Student31,Coding,R_data_frames,Q26,prescore,0
Student31,Coding,R_data_frames,Q27,prescore,1
Student31,Coding,R_data_frames,Q28,prescore,0
Student31,Coding,R_functions_loops,Q29,prescore,1
Student31,Coding,R_functions_loops,Q30,prescore,1
Student31,Coding,R_functions_loops,Q31,prescore,1
Student31,Coding,R_functions_loops,Q32,prescore,0
Student31,Coding,R_if_statements,Q33,prescore,1
Student31,Coding,R_if_statements,Q34,prescore,0
Student31,Coding,R_if_statements,Q35,prescore,0
Student31,Coding,R_if_statements,Q36,prescore,1
Student31,Coding,Linux_command_line,Q37,prescore,1
Student31,Coding,Linux_command_line,Q38,prescore,0
Student31,Coding,Linux_command_line,Q39,prescore,0
Student31,Coding,Linux_command_line,Q40,prescore,1
Student31,ProfDev,Authorship,Q41,prescore,0
Student31,ProfDev,Authorship,Q42,prescore,0
Student31,ProfDev,Authorship,Q43,prescore,1
Student31,ProfDev,Authorship,Q44,prescore,1
Student31,ProfDev,Reading_papers,Q45,prescore,1
Student31,ProfDev,Reading_papers,Q46,prescore,1
Student31,ProfDev,Reading_papers,Q47,prescore,1
Student31,ProfDev,Reading_papers,Q48,prescore,0
Student31,ProfDev,Writing_paper,Q49,prescore,1
Student31,ProfDev,Writing_paper,Q50,prescore,1
Student31,ProfDev,Writing_paper,Q51,prescore,1
Student31,ProfDev,Writing_paper,Q52,prescore,0
Student31,ProfDev,Coding_solutions,Q53,prescore,1
Student31,ProfDev,Coding_solutions,Q54,prescore,1
Student31,ProfDev,Coding_solutions,Q55,prescore,1
Student31,ProfDev,Coding_solutions,Q56,prescore,1
Student31,ProfDev,Interpreting_plots,Q57,prescore,1
Student31,ProfDev,Interpreting_plots,Q58,prescore,1
Student31,ProfDev,Interpreting_plots,Q59,prescore,1
Student31,ProfDev,Interpreting_plots,Q60,prescore,0
Student13,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student13,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student13,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student13,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student13,Biology,Sex_chromosomes,Q5,prescore,1
Student13,Biology,Sex_chromosomes,Q6,prescore,1
Student13,Biology,Sex_chromosomes,Q7,prescore,1
Student13,Biology,Sex_chromosomes,Q8,prescore,1
Student13,Biology,RNA_RNAseq,Q9,prescore,1
Student13,Biology,RNA_RNAseq,Q10,prescore,1
Student13,Biology,RNA_RNAseq,Q11,prescore,1
Student13,Biology,RNA_RNAseq,Q12,prescore,1
Student13,Biology,Gene_expression,Q13,prescore,0
Student13,Biology,Gene_expression,Q14,prescore,1
Student13,Biology,Gene_expression,Q15,prescore,1
Student13,Biology,Gene_expression,Q16,prescore,1
Student13,Biology,XCI,Q17,prescore,1
Student13,Biology,XCI,Q18,prescore,1
Student13,Biology,XCI,Q19,prescore,0
Student13,Biology,XCI,Q20,prescore,1
Student13,Coding,R_Rmd,Q21,prescore,1
Student13,Coding,R_Rmd,Q22,prescore,1
Student13,Coding,R_Rmd,Q23,prescore,1
Student13,Coding,R_Rmd,Q24,prescore,1
Student13,Coding,R_data_frames,Q25,prescore,1
Student13,Coding,R_data_frames,Q26,prescore,0
Student13,Coding,R_data_frames,Q27,prescore,0
Student13,Coding,R_data_frames,Q28,prescore,1
Student13,Coding,R_functions_loops,Q29,prescore,0
Student13,Coding,R_functions_loops,Q30,prescore,1
Student13,Coding,R_functions_loops,Q31,prescore,1
Student13,Coding,R_functions_loops,Q32,prescore,1
Student13,Coding,R_if_statements,Q33,prescore,1
Student13,Coding,R_if_statements,Q34,prescore,1
Student13,Coding,R_if_statements,Q35,prescore,0
Student13,Coding,R_if_statements,Q36,prescore,1
Student13,Coding,Linux_command_line,Q37,prescore,1
Student13,Coding,Linux_command_line,Q38,prescore,1
Student13,Coding,Linux_command_line,Q39,prescore,1
Student13,Coding,Linux_command_line,Q40,prescore,0
Student13,ProfDev,Authorship,Q41,prescore,0
Student13,ProfDev,Authorship,Q42,prescore,1
Student13,ProfDev,Authorship,Q43,prescore,1
Student13,ProfDev,Authorship,Q44,prescore,1
Student13,ProfDev,Reading_papers,Q45,prescore,1
Student13,ProfDev,Reading_papers,Q46,prescore,0
Student13,ProfDev,Reading_papers,Q47,prescore,1
Student13,ProfDev,Reading_papers,Q48,prescore,1
Student13,ProfDev,Writing_paper,Q49,prescore,1
Student13,ProfDev,Writing_paper,Q50,prescore,1
Student13,ProfDev,Writing_paper,Q51,prescore,1
Student13,ProfDev,Writing_paper,Q52,prescore,0
Student13,ProfDev,Coding_solutions,Q53,prescore,1
Student13,ProfDev,Coding_solutions,Q54,prescore,1
Student13,ProfDev,Coding_solutions,Q55,prescore,1
Student13,ProfDev,Coding_solutions,Q56,prescore,1
Student13,ProfDev,Interpreting_plots,Q57,prescore,1
Student13,ProfDev,Interpreting_plots,Q58,prescore,1
Student13,ProfDev,Interpreting_plots,Q59,prescore,1
Student13,ProfDev,Interpreting_plots,Q60,prescore,1
Student44,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student44,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student44,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student44,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student44,Biology,Sex_chromosomes,Q5,prescore,1
Student44,Biology,Sex_chromosomes,Q6,prescore,1
Student44,Biology,Sex_chromosomes,Q7,prescore,1
Student44,Biology,Sex_chromosomes,Q8,prescore,1
Student44,Biology,RNA_RNAseq,Q9,prescore,1
Student44,Biology,RNA_RNAseq,Q10,prescore,1
Student44,Biology,RNA_RNAseq,Q11,prescore,1
Student44,Biology,RNA_RNAseq,Q12,prescore,1
Student44,Biology,Gene_expression,Q13,prescore,0
Student44,Biology,Gene_expression,Q14,prescore,1
Student44,Biology,Gene_expression,Q15,prescore,1
Student44,Biology,Gene_expression,Q16,prescore,0
Student44,Biology,XCI,Q17,prescore,1
Student44,Biology,XCI,Q18,prescore,1
Student44,Biology,XCI,Q19,prescore,0
Student44,Biology,XCI,Q20,prescore,1
Student44,Coding,R_Rmd,Q21,prescore,1
Student44,Coding,R_Rmd,Q22,prescore,1
Student44,Coding,R_Rmd,Q23,prescore,1
Student44,Coding,R_Rmd,Q24,prescore,1
Student44,Coding,R_data_frames,Q25,prescore,0
Student44,Coding,R_data_frames,Q26,prescore,1
Student44,Coding,R_data_frames,Q27,prescore,0
Student44,Coding,R_data_frames,Q28,prescore,1
Student44,Coding,R_functions_loops,Q29,prescore,1
Student44,Coding,R_functions_loops,Q30,prescore,1
Student44,Coding,R_functions_loops,Q31,prescore,0
Student44,Coding,R_functions_loops,Q32,prescore,0
Student44,Coding,R_if_statements,Q33,prescore,1
Student44,Coding,R_if_statements,Q34,prescore,1
Student44,Coding,R_if_statements,Q35,prescore,0
Student44,Coding,R_if_statements,Q36,prescore,1
Student44,Coding,Linux_command_line,Q37,prescore,1
Student44,Coding,Linux_command_line,Q38,prescore,1
Student44,Coding,Linux_command_line,Q39,prescore,0
Student44,Coding,Linux_command_line,Q40,prescore,1
Student44,ProfDev,Authorship,Q41,prescore,0
Student44,ProfDev,Authorship,Q42,prescore,1
Student44,ProfDev,Authorship,Q43,prescore,1
Student44,ProfDev,Authorship,Q44,prescore,1
Student44,ProfDev,Reading_papers,Q45,prescore,1
Student44,ProfDev,Reading_papers,Q46,prescore,0
Student44,ProfDev,Reading_papers,Q47,prescore,1
Student44,ProfDev,Reading_papers,Q48,prescore,1
Student44,ProfDev,Writing_paper,Q49,prescore,1
Student44,ProfDev,Writing_paper,Q50,prescore,1
Student44,ProfDev,Writing_paper,Q51,prescore,1
Student44,ProfDev,Writing_paper,Q52,prescore,1
Student44,ProfDev,Coding_solutions,Q53,prescore,1
Student44,ProfDev,Coding_solutions,Q54,prescore,1
Student44,ProfDev,Coding_solutions,Q55,prescore,1
Student44,ProfDev,Coding_solutions,Q56,prescore,1
Student44,ProfDev,Interpreting_plots,Q57,prescore,1
Student44,ProfDev,Interpreting_plots,Q58,prescore,1
Student44,ProfDev,Interpreting_plots,Q59,prescore,1
Student44,ProfDev,Interpreting_plots,Q60,prescore,1
Student41,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student41,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student41,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student41,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student41,Biology,Sex_chromosomes,Q5,prescore,0
Student41,Biology,Sex_chromosomes,Q6,prescore,1
Student41,Biology,Sex_chromosomes,Q7,prescore,1
Student41,Biology,Sex_chromosomes,Q8,prescore,1
Student41,Biology,RNA_RNAseq,Q9,prescore,1
Student41,Biology,RNA_RNAseq,Q10,prescore,1
Student41,Biology,RNA_RNAseq,Q11,prescore,1
Student41,Biology,RNA_RNAseq,Q12,prescore,1
Student41,Biology,Gene_expression,Q13,prescore,0
Student41,Biology,Gene_expression,Q14,prescore,1
Student41,Biology,Gene_expression,Q15,prescore,1
Student41,Biology,Gene_expression,Q16,prescore,1
Student41,Biology,XCI,Q17,prescore,1
Student41,Biology,XCI,Q18,prescore,1
Student41,Biology,XCI,Q19,prescore,1
Student41,Biology,XCI,Q20,prescore,1
Student41,Coding,R_Rmd,Q21,prescore,1
Student41,Coding,R_Rmd,Q22,prescore,1
Student41,Coding,R_Rmd,Q23,prescore,0
Student41,Coding,R_Rmd,Q24,prescore,1
Student41,Coding,R_data_frames,Q25,prescore,0
Student41,Coding,R_data_frames,Q26,prescore,1
Student41,Coding,R_data_frames,Q27,prescore,0
Student41,Coding,R_data_frames,Q28,prescore,0
Student41,Coding,R_functions_loops,Q29,prescore,1
Student41,Coding,R_functions_loops,Q30,prescore,1
Student41,Coding,R_functions_loops,Q31,prescore,1
Student41,Coding,R_functions_loops,Q32,prescore,1
Student41,Coding,R_if_statements,Q33,prescore,1
Student41,Coding,R_if_statements,Q34,prescore,1
Student41,Coding,R_if_statements,Q35,prescore,1
Student41,Coding,R_if_statements,Q36,prescore,0
Student41,Coding,Linux_command_line,Q37,prescore,0
Student41,Coding,Linux_command_line,Q38,prescore,0
Student41,Coding,Linux_command_line,Q39,prescore,0
Student41,Coding,Linux_command_line,Q40,prescore,1
Student41,ProfDev,Authorship,Q41,prescore,0
Student41,ProfDev,Authorship,Q42,prescore,1
Student41,ProfDev,Authorship,Q43,prescore,1
Student41,ProfDev,Authorship,Q44,prescore,1
Student41,ProfDev,Reading_papers,Q45,prescore,1
Student41,ProfDev,Reading_papers,Q46,prescore,1
Student41,ProfDev,Reading_papers,Q47,prescore,1
Student41,ProfDev,Reading_papers,Q48,prescore,1
Student41,ProfDev,Writing_paper,Q49,prescore,1
Student41,ProfDev,Writing_paper,Q50,prescore,1
Student41,ProfDev,Writing_paper,Q51,prescore,1
Student41,ProfDev,Writing_paper,Q52,prescore,1
Student41,ProfDev,Coding_solutions,Q53,prescore,1
Student41,ProfDev,Coding_solutions,Q54,prescore,0
Student41,ProfDev,Coding_solutions,Q55,prescore,1
Student41,ProfDev,Coding_solutions,Q56,prescore,1
Student41,ProfDev,Interpreting_plots,Q57,prescore,1
Student41,ProfDev,Interpreting_plots,Q58,prescore,1
Student41,ProfDev,Interpreting_plots,Q59,prescore,1
Student41,ProfDev,Interpreting_plots,Q60,prescore,1
Student5,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student5,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student5,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student5,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student5,Biology,Sex_chromosomes,Q5,prescore,0
Student5,Biology,Sex_chromosomes,Q6,prescore,1
Student5,Biology,Sex_chromosomes,Q7,prescore,1
Student5,Biology,Sex_chromosomes,Q8,prescore,1
Student5,Biology,RNA_RNAseq,Q9,prescore,1
Student5,Biology,RNA_RNAseq,Q10,prescore,1
Student5,Biology,RNA_RNAseq,Q11,prescore,1
Student5,Biology,RNA_RNAseq,Q12,prescore,0
Student5,Biology,Gene_expression,Q13,prescore,0
Student5,Biology,Gene_expression,Q14,prescore,1
Student5,Biology,Gene_expression,Q15,prescore,1
Student5,Biology,Gene_expression,Q16,prescore,0
Student5,Biology,XCI,Q17,prescore,1
Student5,Biology,XCI,Q18,prescore,1
Student5,Biology,XCI,Q19,prescore,1
Student5,Biology,XCI,Q20,prescore,1
Student5,Coding,R_Rmd,Q21,prescore,1
Student5,Coding,R_Rmd,Q22,prescore,1
Student5,Coding,R_Rmd,Q23,prescore,1
Student5,Coding,R_Rmd,Q24,prescore,1
Student5,Coding,R_data_frames,Q25,prescore,0
Student5,Coding,R_data_frames,Q26,prescore,0
Student5,Coding,R_data_frames,Q27,prescore,1
Student5,Coding,R_data_frames,Q28,prescore,1
Student5,Coding,R_functions_loops,Q29,prescore,1
Student5,Coding,R_functions_loops,Q30,prescore,1
Student5,Coding,R_functions_loops,Q31,prescore,0
Student5,Coding,R_functions_loops,Q32,prescore,1
Student5,Coding,R_if_statements,Q33,prescore,0
Student5,Coding,R_if_statements,Q34,prescore,1
Student5,Coding,R_if_statements,Q35,prescore,0
Student5,Coding,R_if_statements,Q36,prescore,1
Student5,Coding,Linux_command_line,Q37,prescore,1
Student5,Coding,Linux_command_line,Q38,prescore,0
Student5,Coding,Linux_command_line,Q39,prescore,0
Student5,Coding,Linux_command_line,Q40,prescore,1
Student5,ProfDev,Authorship,Q41,prescore,1
Student5,ProfDev,Authorship,Q42,prescore,1
Student5,ProfDev,Authorship,Q43,prescore,0
Student5,ProfDev,Authorship,Q44,prescore,0
Student5,ProfDev,Reading_papers,Q45,prescore,1
Student5,ProfDev,Reading_papers,Q46,prescore,0
Student5,ProfDev,Reading_papers,Q47,prescore,1
Student5,ProfDev,Reading_papers,Q48,prescore,1
Student5,ProfDev,Writing_paper,Q49,prescore,1
Student5,ProfDev,Writing_paper,Q50,prescore,1
Student5,ProfDev,Writing_paper,Q51,prescore,1
Student5,ProfDev,Writing_paper,Q52,prescore,1
Student5,ProfDev,Coding_solutions,Q53,prescore,1
Student5,ProfDev,Coding_solutions,Q54,prescore,0
Student5,ProfDev,Coding_solutions,Q55,prescore,1
Student5,ProfDev,Coding_solutions,Q56,prescore,1
Student5,ProfDev,Interpreting_plots,Q57,prescore,0
Student5,ProfDev,Interpreting_plots,Q58,prescore,1
Student5,ProfDev,Interpreting_plots,Q59,prescore,1
Student5,ProfDev,Interpreting_plots,Q60,prescore,0
Student24,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student24,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student24,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student24,Biology,Cancer_biology_cell_lines,Q4,prescore,0
Student24,Biology,Sex_chromosomes,Q5,prescore,1
Student24,Biology,Sex_chromosomes,Q6,prescore,1
Student24,Biology,Sex_chromosomes,Q7,prescore,1
Student24,Biology,Sex_chromosomes,Q8,prescore,1
Student24,Biology,RNA_RNAseq,Q9,prescore,1
Student24,Biology,RNA_RNAseq,Q10,prescore,1
Student24,Biology,RNA_RNAseq,Q11,prescore,1
Student24,Biology,RNA_RNAseq,Q12,prescore,1
Student24,Biology,Gene_expression,Q13,prescore,0
Student24,Biology,Gene_expression,Q14,prescore,1
Student24,Biology,Gene_expression,Q15,prescore,1
Student24,Biology,Gene_expression,Q16,prescore,1
Student24,Biology,XCI,Q17,prescore,1
Student24,Biology,XCI,Q18,prescore,1
Student24,Biology,XCI,Q19,prescore,0
Student24,Biology,XCI,Q20,prescore,1
Student24,Coding,R_Rmd,Q21,prescore,1
Student24,Coding,R_Rmd,Q22,prescore,1
Student24,Coding,R_Rmd,Q23,prescore,1
Student24,Coding,R_Rmd,Q24,prescore,1
Student24,Coding,R_data_frames,Q25,prescore,0
Student24,Coding,R_data_frames,Q26,prescore,1
Student24,Coding,R_data_frames,Q27,prescore,0
Student24,Coding,R_data_frames,Q28,prescore,1
Student24,Coding,R_functions_loops,Q29,prescore,1
Student24,Coding,R_functions_loops,Q30,prescore,1
Student24,Coding,R_functions_loops,Q31,prescore,1
Student24,Coding,R_functions_loops,Q32,prescore,1
